strategy,family,window,opened_at_utc,closed_at_utc,direction,entry,exit,size_oz,stop_distance_usd,gross_pnl_usd,entry_fee_usd,exit_fee_usd,net_pnl_usd,exit_reason,bars_held,ambiguous_ohlc_exit,balance_after
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-02-09T19:40:00+00:00,2023-02-09T21:00:00+00:00,SHORT,1860.57,1861.08,0.2388,4.0,-0.121788,0.177722,0.17777,-0.47728,DAY_EXIT,16,False,95.028598
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-02-23T10:25:00+00:00,2023-02-23T12:45:00+00:00,SHORT,1824.69,1828.75,0.2376,4.0,-0.964656,0.173419,0.173804,-1.311879,SL_HIT,28,False,93.716719
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-03-24T17:30:00+00:00,2023-03-24T21:00:00+00:00,SHORT,1980.71,1979.04,0.2343,4.0,0.391281,0.185632,0.185476,0.020173,DAY_EXIT,42,False,93.736892
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-03-30T10:30:00+00:00,2023-03-30T13:45:00+00:00,LONG,1969.06,1965.0,0.2343,4.0,-0.951258,0.18454,0.18416,-1.319958,SL_HIT,39,False,92.416934
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-04-19T18:50:00+00:00,2023-04-19T21:00:00+00:00,LONG,1996.64,1994.44,0.231,4.0,-0.5082,0.18449,0.184286,-0.876976,DAY_EXIT,26,False,91.539959
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-01T12:25:00+00:00,2023-05-01T12:40:00+00:00,LONG,1995.41,2003.38,0.2288,4.0,1.823536,0.18262,0.183349,1.457567,TP_HIT,3,False,92.997525
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-02T19:05:00+00:00,2023-05-02T21:00:00+00:00,LONG,2016.78,2016.3,0.2325,4.0,-0.1116,0.187561,0.187516,-0.486676,DAY_EXIT,23,False,92.510849
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-05T11:45:00+00:00,2023-05-05T12:35:00+00:00,SHORT,2035.59,2027.62,0.2313,4.0,1.843461,0.188333,0.187595,1.467533,TP_HIT,10,False,93.978382
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-23T18:25:00+00:00,2023-05-23T21:00:00+00:00,LONG,1976.83,1974.65,0.2349,4.0,-0.512082,0.185743,0.185538,-0.883363,DAY_EXIT,31,False,93.095019
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-24T19:00:00+00:00,2023-05-24T21:00:00+00:00,SHORT,1959.59,1957.47,0.2327,4.0,0.493324,0.182399,0.182201,0.128724,DAY_EXIT,24,False,93.223743
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-05-30T12:00:00+00:00,2023-05-30T12:40:00+00:00,LONG,1960.43,1956.39,0.2331,4.0,-0.941724,0.18279,0.182414,-1.306928,SL_HIT,8,False,91.916814
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-05T17:55:00+00:00,2023-06-05T21:00:00+00:00,LONG,1960.85,1961.47,0.2298,4.0,0.142476,0.180241,0.180298,-0.218064,DAY_EXIT,37,False,91.698751
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-06T12:25:00+00:00,2023-06-06T12:35:00+00:00,LONG,1966.08,1960.39,0.2292,4.0,-1.304148,0.18025,0.179729,-1.664127,SL_HIT,2,False,90.034624
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-07T19:55:00+00:00,2023-06-07T21:00:00+00:00,SHORT,1940.68,1940.1,0.2251,4.0,0.130558,0.174739,0.174687,-0.218867,DAY_EXIT,13,False,89.815756
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-16T11:05:00+00:00,2023-06-16T13:05:00+00:00,LONG,1966.04,1961.44,0.2245,4.0,-1.0327,0.17655,0.176137,-1.385388,SL_HIT,24,False,88.430369
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-19T07:45:00+00:00,2023-06-19T08:20:00+00:00,SHORT,1952.87,1958.39,0.2211,4.0,-1.220472,0.172712,0.1732,-1.566384,SL_HIT,7,False,86.863985
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-06-27T11:05:00+00:00,2023-06-27T12:10:00+00:00,SHORT,1921.35,1925.52,0.2172,4.0,-0.905724,0.166927,0.167289,-1.23994,SL_HIT,13,False,85.624045
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-07-07T10:40:00+00:00,2023-07-07T12:35:00+00:00,LONG,1917.32,1925.29,0.2141,4.0,1.706377,0.164199,0.164882,1.377296,TP_HIT,23,False,87.001341
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-07-24T11:05:00+00:00,2023-07-24T13:25:00+00:00,LONG,1967.23,1962.21,0.2175,4.0,-1.09185,0.171149,0.170712,-1.433711,SL_HIT,28,False,85.567629
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-07-26T18:40:00+00:00,2023-07-26T19:10:00+00:00,LONG,1976.89,1972.02,0.2139,4.0,-1.041693,0.169143,0.168726,-1.379562,SL_HIT,6,False,84.188068
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-08-07T07:40:00+00:00,2023-08-07T11:40:00+00:00,SHORT,1935.35,1935.73,0.2105,4.0,-0.07999,0.162956,0.162988,-0.405935,TIME_EXIT,48,False,83.782133
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-09-26T18:30:00+00:00,2023-09-26T21:00:00+00:00,SHORT,1899.7,1900.81,0.2095,4.0,-0.232545,0.159195,0.159288,-0.551028,DAY_EXIT,30,False,83.231105
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-10-12T17:05:00+00:00,2023-10-12T21:00:00+00:00,SHORT,1870.13,1868.96,0.2081,4.0,0.243477,0.15567,0.155572,-0.067765,DAY_EXIT,47,False,83.16334
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-10-25T13:15:00+00:00,2023-10-25T13:55:00+00:00,LONG,1977.81,1985.78,0.2079,4.0,1.656963,0.164475,0.165137,1.327351,TP_HIT,8,False,84.490691
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-10-31T09:50:00+00:00,2023-10-31T13:35:00+00:00,LONG,1998.38,1994.35,0.2112,4.0,-0.851136,0.168823,0.168483,-1.188442,SL_HIT,45,False,83.302249
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2023-11-01T18:45:00+00:00,2023-11-01T18:55:00+00:00,SHORT,1970.62,1975.63,0.2083,4.0,-1.043583,0.164192,0.164609,-1.372385,SL_HIT,2,False,81.929865
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-01-11T13:25:00+00:00,2024-01-11T13:35:00+00:00,LONG,2039.06,2024.9,0.2048,4.0,-2.899968,0.16704,0.16588,-3.232888,SL_HIT,2,False,78.696977
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-01-12T07:30:00+00:00,2024-01-12T11:05:00+00:00,LONG,2038.05,2046.02,0.1967,4.0,1.567699,0.160354,0.160981,1.246364,TP_HIT,43,False,79.943341
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-01-16T12:15:00+00:00,2024-01-16T12:35:00+00:00,SHORT,2036.12,2040.31,0.1999,4.0,-0.837581,0.162808,0.163143,-1.163532,SL_HIT,4,False,78.779809
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-02-13T13:30:00+00:00,2024-02-13T13:35:00+00:00,LONG,2029.23,2013.7,0.1969,4.0,-3.057857,0.159822,0.158599,-3.376278,SL_HIT,1,False,75.403531
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-02-15T11:50:00+00:00,2024-02-15T14:35:00+00:00,LONG,1998.02,2005.99,0.1885,4.0,1.502345,0.150651,0.151252,1.200443,TP_HIT,33,False,76.603974
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-02-28T16:20:00+00:00,2024-02-28T20:20:00+00:00,LONG,2034.0,2033.01,0.1915,4.0,-0.189585,0.155804,0.155729,-0.501118,TIME_EXIT,48,False,76.102856
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-03-19T08:10:00+00:00,2024-03-19T12:10:00+00:00,SHORT,2153.38,2156.41,0.1903,4.0,-0.576609,0.163915,0.164146,-0.90467,TIME_EXIT,48,False,75.198185
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-03-28T16:25:00+00:00,2024-03-28T20:25:00+00:00,LONG,2217.75,2219.56,0.188,4.0,0.34028,0.166775,0.166911,0.006594,TIME_EXIT,48,False,75.20478
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-04-03T19:05:00+00:00,2024-04-03T19:20:00+00:00,LONG,2298.85,2294.45,0.188,4.0,-0.8272,0.172874,0.172543,-1.172616,SL_HIT,3,False,74.032164
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-04-12T09:55:00+00:00,2024-04-12T10:20:00+00:00,LONG,2400.09,2395.66,0.1851,4.0,-0.819993,0.177703,0.177375,-1.17507,SL_HIT,5,False,72.857093
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-04-24T12:15:00+00:00,2024-04-24T12:35:00+00:00,SHORT,2312.84,2317.67,0.1821,4.0,-0.879543,0.168467,0.168819,-1.216829,SL_HIT,4,False,71.640264
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-04-29T09:50:00+00:00,2024-04-29T11:45:00+00:00,LONG,2342.66,2338.16,0.1791,4.0,-0.80595,0.167828,0.167506,-1.141284,SL_HIT,23,False,70.49898
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-05-03T12:25:00+00:00,2024-05-03T12:35:00+00:00,SHORT,2295.48,2320.82,0.1762,4.0,-4.464908,0.161785,0.163571,-4.790265,SL_HIT,2,False,65.708715
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-05-08T19:15:00+00:00,2024-05-08T21:00:00+00:00,SHORT,2310.4,2309.06,0.1643,4.0,0.220162,0.151839,0.151751,-0.083429,DAY_EXIT,21,False,65.625286
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-05-13T08:30:00+00:00,2024-05-13T12:15:00+00:00,SHORT,2343.19,2347.35,0.1641,4.0,-0.682656,0.153807,0.15408,-0.990543,SL_HIT,45,False,64.634743
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-05-17T12:50:00+00:00,2024-05-17T13:15:00+00:00,LONG,2392.08,2400.05,0.1616,4.0,1.287952,0.154624,0.155139,0.978189,TP_HIT,5,False,65.612932
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-06-03T14:05:00+00:00,2024-06-03T15:10:00+00:00,LONG,2339.92,2335.29,0.149,4.40381,-0.68987,0.139459,0.139183,-0.968513,SL_HIT,13,False,64.644419
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-06-11T12:05:00+00:00,2024-06-11T12:45:00+00:00,LONG,2309.87,2317.84,0.1616,4.0,1.287952,0.14931,0.149825,0.988817,TP_HIT,8,False,65.633236
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-06-18T15:45:00+00:00,2024-06-18T19:45:00+00:00,LONG,2329.06,2329.29,0.1641,4.0,0.037743,0.152879,0.152895,-0.268031,TIME_EXIT,48,False,65.365205
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-07-02T11:45:00+00:00,2024-07-02T12:40:00+00:00,SHORT,2321.02,2325.27,0.1634,4.0,-0.69445,0.151702,0.15198,-0.998132,SL_HIT,11,False,64.367074
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-08-05T10:25:00+00:00,2024-08-05T11:00:00+00:00,SHORT,2419.08,2409.766179,0.1378,4.67191,1.283444,0.13334,0.132826,1.017278,TP_HIT,7,False,65.384352
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-08-12T10:45:00+00:00,2024-08-12T11:35:00+00:00,LONG,2444.69,2440.48,0.1635,4.0,-0.688335,0.159883,0.159607,-1.007825,SL_HIT,10,False,64.376527
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-08-14T10:55:00+00:00,2024-08-14T11:10:00+00:00,LONG,2475.44,2471.41,0.1609,4.0,-0.648427,0.159319,0.15906,-0.966806,SL_HIT,3,False,63.409721
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-08-30T14:30:00+00:00,2024-08-30T14:55:00+00:00,SHORT,2509.74,2514.65,0.1377,4.603906,-0.676107,0.138236,0.138507,-0.95285,SL_HIT,5,False,62.45687
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-09-24T19:20:00+00:00,2024-09-24T21:00:00+00:00,LONG,2660.14,2656.76,0.1561,4.0,-0.527618,0.166099,0.165888,-0.859605,DAY_EXIT,20,False,61.597265
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-10-07T09:55:00+00:00,2024-10-07T12:25:00+00:00,LONG,2655.85,2650.0,0.154,4.0,-0.9009,0.1636,0.16324,-1.22774,SL_HIT,30,False,60.369525
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-10-15T10:30:00+00:00,2024-10-15T11:15:00+00:00,LONG,2656.25,2651.88,0.1509,4.0,-0.659433,0.160331,0.160067,-0.979832,SL_HIT,9,False,59.389693
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-10-28T10:20:00+00:00,2024-10-28T10:30:00+00:00,SHORT,2727.78,2732.18,0.1485,4.0,-0.6534,0.16203,0.162291,-0.977722,SL_HIT,2,False,58.411971
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-10-31T10:10:00+00:00,2024-10-31T10:40:00+00:00,SHORT,2775.95,2780.03,0.146,4.0,-0.59568,0.162115,0.162354,-0.920149,SL_HIT,6,False,57.491822
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-11-21T08:25:00+00:00,2024-11-21T12:25:00+00:00,LONG,2666.1,2666.17,0.1437,4.0,0.010059,0.153247,0.153251,-0.29644,TIME_EXIT,48,False,57.195382
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-11-26T07:25:00+00:00,2024-11-26T09:20:00+00:00,SHORT,2619.0,2623.47,0.143,4.0,-0.63921,0.149807,0.150062,-0.939079,SL_HIT,23,False,56.256303
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-11-27T19:30:00+00:00,2024-11-27T21:00:00+00:00,SHORT,2636.1,2637.17,0.1406,4.0,-0.150442,0.148254,0.148314,-0.447011,DAY_EXIT,18,False,55.809292
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-11-29T12:25:00+00:00,2024-11-29T12:45:00+00:00,LONG,2664.67,2659.05,0.1395,4.0,-0.78399,0.148689,0.148375,-1.081054,SL_HIT,4,False,54.728239
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-12-09T09:15:00+00:00,2024-12-09T13:15:00+00:00,LONG,2652.46,2655.58,0.1368,4.0,0.426816,0.145143,0.145313,0.13636,TIME_EXIT,48,False,54.864599
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-12-10T17:00:00+00:00,2024-12-10T21:00:00+00:00,LONG,2692.36,2691.38,0.1372,4.0,-0.134456,0.147757,0.147703,-0.429916,DAY_EXIT,48,False,54.434683
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-12-13T15:25:00+00:00,2024-12-13T15:40:00+00:00,SHORT,2655.56,2660.38,0.1309,4.159882,-0.630938,0.139045,0.139297,-0.909281,SL_HIT,3,False,53.525402
Squeeze breakout — value-confirmed,Squeeze breakout,Validation (2023-2024),2024-12-19T10:50:00+00:00,2024-12-19T10:55:00+00:00,LONG,2623.76,2617.63,0.1338,4.0,-0.820194,0.140424,0.140096,-1.100713,SL_HIT,1,False,52.424689
Range reversion — core,Range reversion,Validation (2023-2024),2023-01-09T07:30:00+00:00,2023-01-09T09:30:00+00:00,SHORT,1878.46,1872.74,0.25,4.0,1.43,0.187846,0.187274,1.05488,TIME_EXIT,24,False,101.05488
Range reversion — core,Range reversion,Validation (2023-2024),2023-02-15T13:45:00+00:00,2023-02-15T15:45:00+00:00,LONG,1836.22,1830.22,0.2526,4.0,-1.5156,0.185532,0.184925,-1.886057,SL_HIT,24,False,99.168823
Range reversion — core,Range reversion,Validation (2023-2024),2023-04-04T12:30:00+00:00,2023-04-04T13:05:00+00:00,SHORT,1982.08,1986.24,0.2479,4.0,-1.031264,0.196543,0.196956,-1.424763,SL_HIT,7,False,97.74406
Range reversion — core,Range reversion,Validation (2023-2024),2023-07-21T15:10:00+00:00,2023-07-21T17:10:00+00:00,LONG,1960.29,1963.97,0.2444,4.0,0.899392,0.191638,0.191998,0.515756,TIME_EXIT,24,False,98.259817
Range reversion — core,Range reversion,Validation (2023-2024),2023-09-28T12:25:00+00:00,2023-09-28T12:35:00+00:00,SHORT,1875.71,1879.81,0.2456,4.0,-1.00696,0.18427,0.184673,-1.375902,SL_HIT,2,False,96.883914
Range reversion — core,Range reversion,Validation (2023-2024),2023-10-19T12:15:00+00:00,2023-10-19T12:25:00+00:00,SHORT,1950.99,1955.43,0.2422,4.0,-1.075368,0.189012,0.189442,-1.453822,SL_HIT,2,False,95.430092
Range reversion — core,Range reversion,Validation (2023-2024),2023-11-13T11:05:00+00:00,2023-11-13T13:05:00+00:00,SHORT,1938.6,1934.81,0.2386,4.0,0.904294,0.18502,0.184658,0.534616,TIME_EXIT,24,False,95.964708
Range reversion — core,Range reversion,Validation (2023-2024),2023-11-27T13:40:00+00:00,2023-11-27T15:40:00+00:00,SHORT,2013.27,2010.91,0.2399,4.0,0.566164,0.193193,0.192967,0.180004,TIME_EXIT,24,False,96.144712
Range reversion — core,Range reversion,Validation (2023-2024),2024-03-07T07:45:00+00:00,2024-03-07T08:35:00+00:00,SHORT,2154.89,2159.61,0.2404,4.0,-1.134688,0.207214,0.207668,-1.54957,SL_HIT,10,False,94.595141
Range reversion — core,Range reversion,Validation (2023-2024),2024-03-14T09:55:00+00:00,2024-03-14T11:55:00+00:00,SHORT,2169.85,2168.76,0.2365,4.0,0.257785,0.205268,0.205165,-0.152648,TIME_EXIT,24,False,94.442494
Range reversion — core,Range reversion,Validation (2023-2024),2024-05-14T12:25:00+00:00,2024-05-14T12:50:00+00:00,SHORT,2344.3,2350.36,0.2361,4.0,-1.430766,0.221396,0.221968,-1.87413,SL_HIT,5,False,92.568364
Range reversion — core,Range reversion,Validation (2023-2024),2024-07-17T14:05:00+00:00,2024-07-17T14:15:00+00:00,SHORT,2476.33,2466.292126,0.1839,5.033937,1.845965,0.182159,0.18142,1.482386,TP_HIT,2,False,94.05075
Range reversion — core,Range reversion,Validation (2023-2024),2024-07-24T08:00:00+00:00,2024-07-24T09:00:00+00:00,LONG,2414.74,2410.37,0.2351,4.0,-1.027387,0.227082,0.226671,-1.48114,SL_HIT,12,False,92.56961
Range reversion — core,Range reversion,Validation (2023-2024),2024-12-04T15:50:00+00:00,2024-12-04T17:50:00+00:00,SHORT,2651.81,2652.3,0.1973,4.692872,-0.096677,0.209281,0.20932,-0.515277,TIME_EXIT,24,False,92.054332
Range reversion — core,Range reversion,Validation (2023-2024),2024-12-06T13:25:00+00:00,2024-12-06T13:35:00+00:00,LONG,2637.77,2630.78,0.2301,4.0,-1.608399,0.24278,0.242137,-2.093316,SL_HIT,2,False,89.961016
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-01-09T07:30:00+00:00,2023-01-09T09:30:00+00:00,SHORT,1878.46,1872.74,0.25,4.0,1.43,0.187846,0.187274,1.05488,TIME_EXIT,24,False,101.05488
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-02-15T13:45:00+00:00,2023-02-15T15:45:00+00:00,LONG,1836.22,1830.22,0.2526,4.0,-1.5156,0.185532,0.184925,-1.886057,SL_HIT,24,False,99.168823
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-04-04T12:30:00+00:00,2023-04-04T13:05:00+00:00,SHORT,1982.08,1986.24,0.2479,4.0,-1.031264,0.196543,0.196956,-1.424763,SL_HIT,7,False,97.74406
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-07-21T15:10:00+00:00,2023-07-21T17:10:00+00:00,LONG,1960.29,1963.97,0.2444,4.0,0.899392,0.191638,0.191998,0.515756,TIME_EXIT,24,False,98.259817
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-10-19T12:15:00+00:00,2023-10-19T12:25:00+00:00,SHORT,1950.99,1955.43,0.2456,4.0,-1.090464,0.191665,0.192101,-1.474231,SL_HIT,2,False,96.785586
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-11-13T11:05:00+00:00,2023-11-13T13:05:00+00:00,SHORT,1938.6,1934.81,0.242,4.0,0.91718,0.187656,0.18729,0.542234,TIME_EXIT,24,False,97.32782
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2023-11-27T13:40:00+00:00,2023-11-27T15:40:00+00:00,SHORT,2013.27,2010.91,0.2433,4.0,0.574188,0.195931,0.195702,0.182555,TIME_EXIT,24,False,97.510375
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2024-03-07T07:45:00+00:00,2024-03-07T08:35:00+00:00,SHORT,2154.89,2159.61,0.2438,4.0,-1.150736,0.210145,0.210605,-1.571486,SL_HIT,10,False,95.938889
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2024-05-14T12:25:00+00:00,2024-05-14T12:50:00+00:00,SHORT,2344.3,2350.36,0.2398,4.0,-1.453188,0.224865,0.225447,-1.9035,SL_HIT,5,False,94.035389
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2024-07-17T14:05:00+00:00,2024-07-17T14:15:00+00:00,SHORT,2476.33,2466.292126,0.1868,5.033937,1.875075,0.185031,0.184281,1.505762,TP_HIT,2,False,95.541151
Range reversion — value-confirmed,Range reversion,Validation (2023-2024),2024-12-04T15:50:00+00:00,2024-12-04T17:50:00+00:00,SHORT,2651.81,2652.3,0.2036,4.692872,-0.099764,0.215963,0.216003,-0.531731,TIME_EXIT,24,False,95.00942
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-06T10:10:00+00:00,2025-01-06T11:15:00+00:00,SHORT,2631.63,2637.32,0.25,4.0,-1.4225,0.263163,0.263732,-1.949395,SL_HIT,13,False,98.050605
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-07T08:05:00+00:00,2025-01-07T12:05:00+00:00,LONG,2643.65,2648.21,0.2451,4.0,1.117656,0.259183,0.259631,0.598842,TIME_EXIT,48,False,98.649447
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-08T08:20:00+00:00,2025-01-08T11:35:00+00:00,LONG,2652.01,2647.32,0.2466,4.0,-1.156554,0.261594,0.261132,-1.67928,SL_HIT,39,False,96.970167
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-08T19:20:00+00:00,2025-01-08T21:00:00+00:00,LONG,2660.07,2663.17,0.2386,4.06466,0.73966,0.253877,0.254173,0.23161,DAY_EXIT,20,False,97.201777
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-09T08:50:00+00:00,2025-01-09T12:40:00+00:00,LONG,2666.07,2674.04,0.243,4.0,1.93671,0.259142,0.259917,1.417651,TP_HIT,46,False,98.619428
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-13T15:05:00+00:00,2025-01-13T17:10:00+00:00,SHORT,2669.49,2660.302737,0.214,4.608631,1.966074,0.228508,0.227722,1.509844,TP_HIT,25,False,100.129272
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-20T08:40:00+00:00,2025-01-20T09:20:00+00:00,LONG,2707.12,2702.81,0.2503,4.0,-1.078793,0.271037,0.270605,-1.620435,SL_HIT,8,False,98.508837
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-22T12:55:00+00:00,2025-01-22T13:30:00+00:00,LONG,2757.75,2753.14,0.2463,4.0,-1.135443,0.271694,0.271239,-1.678376,SL_HIT,7,False,96.830461
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-23T14:45:00+00:00,2025-01-23T15:00:00+00:00,SHORT,2741.05,2746.85,0.2179,4.444172,-1.26382,0.23891,0.239415,-1.742145,SL_HIT,3,False,95.088316
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-24T15:10:00+00:00,2025-01-24T15:55:00+00:00,LONG,2781.31,2777.1,0.2357,4.033972,-0.992297,0.262222,0.261825,-1.516344,SL_HIT,9,False,93.571972
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-01-31T07:15:00+00:00,2025-01-31T09:00:00+00:00,LONG,2796.16,2791.46,0.2339,4.0,-1.09933,0.261609,0.261169,-1.622108,SL_HIT,21,False,91.949864
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-05T14:35:00+00:00,2025-02-05T14:50:00+00:00,LONG,2869.43,2864.29,0.2157,4.263354,-1.108698,0.247574,0.247131,-1.603403,SL_HIT,3,False,90.346461
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-07T07:15:00+00:00,2025-02-07T11:15:00+00:00,LONG,2864.41,2866.21,0.2259,4.0,0.40662,0.258828,0.258991,-0.111199,TIME_EXIT,48,False,90.235262
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-11T15:00:00+00:00,2025-02-11T15:45:00+00:00,SHORT,2896.41,2904.93,0.1542,5.85166,-1.313784,0.178651,0.179176,-1.671611,SL_HIT,9,False,88.563652
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-13T07:50:00+00:00,2025-02-13T08:00:00+00:00,LONG,2918.41,2914.15,0.2214,4.0,-0.943164,0.258454,0.258077,-1.459696,SL_HIT,2,False,87.103956
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-14T13:35:00+00:00,2025-02-14T13:45:00+00:00,LONG,2932.79,2917.62,0.2178,4.0,-3.304026,0.255505,0.254183,-3.813714,SL_HIT,2,False,83.290242
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-19T07:05:00+00:00,2025-02-19T09:20:00+00:00,LONG,2932.98,2940.95,0.2082,4.0,1.659354,0.244259,0.244922,1.170173,TP_HIT,27,False,84.460415
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-19T13:05:00+00:00,2025-02-19T13:55:00+00:00,LONG,2939.69,2932.31,0.2112,4.0,-1.558656,0.248345,0.247722,-2.054723,SL_HIT,10,False,82.405693
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-20T13:35:00+00:00,2025-02-20T13:45:00+00:00,LONG,2947.67,2939.64,0.206,4.0,-1.65418,0.242888,0.242226,-2.139294,SL_HIT,2,False,80.266399
Trend pullback — core,Trend pullback,Holdout (2025 onward),2025-02-21T12:55:00+00:00,2025-02-21T13:30:00+00:00,SHORT,2930.45,2934.78,0.2007,4.0,-0.869031,0.235257,0.235604,-1.339892,SL_HIT,7,False,78.926507
